identifier,hardness,resistance,mapColorId,light,sound,hasCollision,randomTick,isAir,ignitedByLava,liquid,legacySolid
blue_concrete_powder,0.5,0.5,25,0,SAND,true,false,false,false,false,true
brown_concrete_powder,0.5,0.5,26,0,SAND,true,false,false,false,false,true
green_concrete_powder,0.5,0.5,27,0,SAND,true,false,false,false,false,true
red_concrete_powder,0.5,0.5,28,0,SAND,true,false,false,false,false,true
black_concrete_powder,0.5,0.5,29,0,SAND,true,false,false,false,false,true
kelp,0.0,0.0,12,0,WET_GRASS,false,true,false,false,false,false
kelp_plant,0.0,0.0,12,0,WET_GRASS,false,false,false,false,false,false
dried_kelp_block,0.5,2.5,27,0,GRASS,true,false,false,false,false,true
turtle_egg,0.5,0.5,2,0,METAL,true,true,false,false,false,true
sniffer_egg,0.5,0.5,28,0,METAL,true,false,false,false,false,true
dried_ghast,0.0,0.0,21,0,DRIED_GHAST,true,true,false,false,false,true
dead_tube_coral_block,1.5,6.0,21,0,STONE,true,false,false,false,false,true
dead_brain_coral_block,1.5,6.0,21,0,STONE,true,false,false,false,false,true
dead_bubble_coral_block,1.5,6.0,21,0,STONE,true,false,false,false,false,true
dead_fire_coral_block,1.5,6.0,21,0,STONE,true,false,false,false,false,true
dead_horn_coral_block,1.5,6.0,21,0,STONE,true,false,false,false,false,true
tube_coral_block,1.5,6.0,25,0,CORAL_BLOCK,true,false,false,false,false,true
brain_coral_block,1.5,6.0,20,0,CORAL_BLOCK,true,false,false,false,false,true
bubble_coral_block,1.5,6.0,24,0,CORAL_BLOCK,true,false,false,false,false,true
fire_coral_block,1.5,6.0,28,0,CORAL_BLOCK,true,false,false,false,false,true
horn_coral_block,1.5,6.0,18,0,CORAL_BLOCK,true,false,false,false,false,true
dead_tube_coral,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_brain_coral,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_bubble_coral,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_fire_coral,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_horn_coral,0.0,0.0,21,0,STONE,false,false,false,false,false,true
tube_coral,0.0,0.0,25,0,WET_GRASS,false,false,false,false,false,false
brain_coral,0.0,0.0,20,0,WET_GRASS,false,false,false,false,false,false
bubble_coral,0.0,0.0,24,0,WET_GRASS,false,false,false,false,false,false
fire_coral,0.0,0.0,28,0,WET_GRASS,false,false,false,false,false,false
horn_coral,0.0,0.0,18,0,WET_GRASS,false,false,false,false,false,false
dead_tube_coral_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_brain_coral_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_bubble_coral_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_fire_coral_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_horn_coral_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
tube_coral_fan,0.0,0.0,25,0,WET_GRASS,false,false,false,false,false,false
brain_coral_fan,0.0,0.0,20,0,WET_GRASS,false,false,false,false,false,false
bubble_coral_fan,0.0,0.0,24,0,WET_GRASS,false,false,false,false,false,false
fire_coral_fan,0.0,0.0,28,0,WET_GRASS,false,false,false,false,false,false
horn_coral_fan,0.0,0.0,18,0,WET_GRASS,false,false,false,false,false,false
dead_tube_coral_wall_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_brain_coral_wall_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_bubble_coral_wall_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_fire_coral_wall_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
dead_horn_coral_wall_fan,0.0,0.0,21,0,STONE,false,false,false,false,false,true
tube_coral_wall_fan,0.0,0.0,25,0,WET_GRASS,false,false,false,false,false,false
brain_coral_wall_fan,0.0,0.0,20,0,WET_GRASS,false,false,false,false,false,false
bubble_coral_wall_fan,0.0,0.0,24,0,WET_GRASS,false,false,false,false,false,false
fire_coral_wall_fan,0.0,0.0,28,0,WET_GRASS,false,false,false,false,false,false
horn_coral_wall_fan,0.0,0.0,18,0,WET_GRASS,false,false,false,false,false,false
sea_pickle,0.0,0.0,27,6,SLIME_BLOCK,true,false,false,false,false,false
blue_ice,2.8,2.8,5,0,GLASS,true,false,false,false,false,true
conduit,3.0,3.0,31,15,STONE,true,false,false,false,false,true
bamboo_sapling,1.0,1.0,13,0,BAMBOO_SAPLING,false,true,false,true,false,true
bamboo,1.0,1.0,7,0,BAMBOO,true,true,false,true,false,true
potted_bamboo,0.0,0.0,0,0,STONE,true,false,false,false,false,false
void_air,0.0,0.0,0,0,STONE,false,false,true,false,false,false
cave_air,0.0,0.0,0,0,STONE,false,false,true,false,false,false
bubble_column,0.0,0.0,12,0,EMPTY,false,false,false,false,true,false
polished_granite_stairs,1.5,6.0,10,0,STONE,true,false,false,false,false,true
smooth_red_sandstone_stairs,2.0,6.0,15,0,STONE,true,false,false,false,false,true
mossy_stone_brick_stairs,1.5,6.0,11,0,STONE,true,false,false,false,false,true
polished_diorite_stairs,1.5,6.0,14,0,STONE,true,false,false,false,false,true
mossy_cobblestone_stairs,2.0,6.0,11,0,STONE,true,false,false,false,false,true
end_stone_brick_stairs,3.0,9.0,2,0,STONE,true,false,false,false,false,true
stone_stairs,1.5,6.0,11,0,STONE,true,false,false,false,false,true
smooth_sandstone_stairs,2.0,6.0,2,0,STONE,true,false,false,false,false,true
smooth_quartz_stairs,2.0,6.0,14,0,STONE,true,false,false,false,false,true
granite_stairs,1.5,6.0,10,0,STONE,true,false,false,false,false,true
andesite_stairs,1.5,6.0,11,0,STONE,true,false,false,false,false,true
red_nether_brick_stairs,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
polished_andesite_stairs,1.5,6.0,11,0,STONE,true,false,false,false,false,true
diorite_stairs,1.5,6.0,14,0,STONE,true,false,false,false,false,true
polished_granite_slab,1.5,6.0,10,0,STONE,true,false,false,false,false,true
smooth_red_sandstone_slab,2.0,6.0,15,0,STONE,true,false,false,false,false,true
mossy_stone_brick_slab,1.5,6.0,11,0,STONE,true,false,false,false,false,true
polished_diorite_slab,1.5,6.0,14,0,STONE,true,false,false,false,false,true
mossy_cobblestone_slab,2.0,6.0,11,0,STONE,true,false,false,false,false,true
end_stone_brick_slab,3.0,9.0,2,0,STONE,true,false,false,false,false,true
smooth_sandstone_slab,2.0,6.0,2,0,STONE,true,false,false,false,false,true
smooth_quartz_slab,2.0,6.0,14,0,STONE,true,false,false,false,false,true
granite_slab,1.5,6.0,10,0,STONE,true,false,false,false,false,true
andesite_slab,1.5,6.0,11,0,STONE,true,false,false,false,false,true
red_nether_brick_slab,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
polished_andesite_slab,1.5,6.0,11,0,STONE,true,false,false,false,false,true
diorite_slab,1.5,6.0,14,0,STONE,true,false,false,false,false,true
brick_wall,2.0,6.0,28,0,STONE,true,false,false,false,false,true
prismarine_wall,1.5,6.0,23,0,STONE,true,false,false,false,false,true
red_sandstone_wall,0.8,0.8,15,0,STONE,true,false,false,false,false,true
mossy_stone_brick_wall,1.5,6.0,11,0,STONE,true,false,false,false,false,true
granite_wall,1.5,6.0,10,0,STONE,true,false,false,false,false,true
stone_brick_wall,1.5,6.0,11,0,STONE,true,false,false,false,false,true
mud_brick_wall,1.5,3.0,44,0,MUD_BRICKS,true,false,false,false,false,true
nether_brick_wall,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
andesite_wall,1.5,6.0,11,0,STONE,true,false,false,false,false,true
red_nether_brick_wall,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
sandstone_wall,0.8,0.8,2,0,STONE,true,false,false,false,false,true
end_stone_brick_wall,3.0,9.0,2,0,STONE,true,false,false,false,false,true
diorite_wall,1.5,6.0,14,0,STONE,true,false,false,false,false,true
scaffolding,0.0,0.0,2,0,SCAFFOLDING,false,false,false,false,false,false
loom,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
barrel,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
smoker,3.5,3.5,11,0,STONE,true,false,false,false,false,true
blast_furnace,3.5,3.5,11,0,STONE,true,false,false,false,false,true
cartography_table,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
fletching_table,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
grindstone,2.0,6.0,6,0,STONE,true,false,false,false,false,true
lectern,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
smithing_table,2.5,2.5,13,0,WOOD,true,false,false,true,false,true
stonecutter,3.5,3.5,11,0,STONE,true,false,false,false,false,true
bell,5.0,5.0,30,0,ANVIL,true,false,false,false,false,true
lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
soul_lantern,3.5,3.5,6,10,LANTERN,true,false,false,false,false,true
copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
exposed_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
weathered_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
oxidized_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
waxed_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
waxed_exposed_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
waxed_weathered_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
waxed_oxidized_copper_lantern,3.5,3.5,6,15,LANTERN,true,false,false,false,false,true
campfire,2.0,2.0,34,15,WOOD,true,false,false,true,false,true
soul_campfire,2.0,2.0,34,10,WOOD,true,false,false,true,false,true
sweet_berry_bush,0.0,0.0,7,0,SWEET_BERRY_BUSH,false,true,false,false,false,false
warped_stem,2.0,2.0,56,0,STEM,true,false,false,false,false,true
stripped_warped_stem,2.0,2.0,56,0,STEM,true,false,false,false,false,true
warped_hyphae,2.0,2.0,57,0,STEM,true,false,false,false,false,true
stripped_warped_hyphae,2.0,2.0,57,0,STEM,true,false,false,false,false,true
warped_nylium,0.4,0.4,55,0,NYLIUM,true,true,false,false,false,true
warped_fungus,0.0,0.0,23,0,FUNGUS,false,false,false,false,false,false
warped_wart_block,1.0,1.0,58,0,WART_BLOCK,true,false,false,false,false,true
warped_roots,0.0,0.0,23,0,ROOTS,false,false,false,false,false,false
nether_sprouts,0.0,0.0,23,0,NETHER_SPROUTS,false,false,false,false,false,false
crimson_stem,2.0,2.0,53,0,STEM,true,false,false,false,false,true
stripped_crimson_stem,2.0,2.0,53,0,STEM,true,false,false,false,false,true
crimson_hyphae,2.0,2.0,54,0,STEM,true,false,false,false,false,true
stripped_crimson_hyphae,2.0,2.0,54,0,STEM,true,false,false,false,false,true
crimson_nylium,0.4,0.4,52,0,NYLIUM,true,true,false,false,false,true
crimson_fungus,0.0,0.0,35,0,FUNGUS,false,false,false,false,false,false
shroomlight,1.0,1.0,28,15,SHROOMLIGHT,true,false,false,false,false,true
weeping_vines,0.0,0.0,35,0,WEEPING_VINES,false,true,false,false,false,false
weeping_vines_plant,0.0,0.0,35,0,WEEPING_VINES,false,false,false,false,false,false
twisting_vines,0.0,0.0,23,0,WEEPING_VINES,false,true,false,false,false,false
twisting_vines_plant,0.0,0.0,23,0,WEEPING_VINES,false,false,false,false,false,false
crimson_roots,0.0,0.0,35,0,ROOTS,false,false,false,false,false,false
crimson_planks,2.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_planks,2.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_slab,2.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_slab,2.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_pressure_plate,0.5,0.5,53,0,NETHER_WOOD,false,false,false,false,false,true
warped_pressure_plate,0.5,0.5,56,0,NETHER_WOOD,false,false,false,false,false,true
crimson_fence,2.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_fence,2.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_trapdoor,3.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_trapdoor,3.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_fence_gate,2.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_fence_gate,2.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_stairs,2.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_stairs,2.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_button,0.5,0.5,0,0,NETHER_WOOD,false,false,false,false,false,false
warped_button,0.5,0.5,0,0,NETHER_WOOD,false,false,false,false,false,false
crimson_door,3.0,3.0,53,0,NETHER_WOOD,true,false,false,false,false,true
warped_door,3.0,3.0,56,0,NETHER_WOOD,true,false,false,false,false,true
crimson_sign,1.0,1.0,53,0,NETHER_WOOD,false,false,false,false,false,true
warped_sign,1.0,1.0,56,0,NETHER_WOOD,false,false,false,false,false,true
crimson_wall_sign,1.0,1.0,53,0,NETHER_WOOD,false,false,false,false,false,true
warped_wall_sign,1.0,1.0,56,0,NETHER_WOOD,false,false,false,false,false,true
structure_block,-1.0,3600000.0,22,0,STONE,true,false,false,false,false,true
jigsaw,-1.0,3600000.0,22,0,STONE,true,false,false,false,false,true
test_block,-1.0,3600000.0,22,0,STONE,true,false,false,false,false,true
test_instance_block,-1.0,3600000.0,0,0,STONE,true,false,false,false,false,true
composter,0.6,0.6,13,0,WOOD,true,false,false,true,false,true
target,0.5,0.5,14,0,GRASS,true,false,false,false,false,true
bee_nest,0.3,0.3,18,0,WOOD,true,false,false,true,false,true
beehive,0.6,0.6,13,0,WOOD,true,false,false,true,false,true
honey_block,0.0,0.0,15,0,HONEY_BLOCK,true,false,false,false,false,true
honeycomb_block,0.6,0.6,15,0,CORAL_BLOCK,true,false,false,false,false,true
netherite_block,50.0,1200.0,29,0,NETHERITE_BLOCK,true,false,false,false,false,true
ancient_debris,30.0,1200.0,29,0,ANCIENT_DEBRIS,true,false,false,false,false,true
crying_obsidian,50.0,1200.0,29,10,STONE,true,false,false,false,false,true
respawn_anchor,50.0,1200.0,29,0,STONE,true,false,false,false,false,true
potted_crimson_fungus,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_warped_fungus,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_crimson_roots,0.0,0.0,0,0,STONE,true,false,false,false,false,false
potted_warped_roots,0.0,0.0,0,0,STONE,true,false,false,false,false,false
lodestone,3.5,3.5,6,0,LODESTONE,true,false,false,false,false,true
blackstone,1.5,6.0,29,0,STONE,true,false,false,false,false,true
blackstone_stairs,1.5,6.0,29,0,STONE,true,false,false,false,false,true
blackstone_wall,1.5,6.0,29,0,STONE,true,false,false,false,false,true
blackstone_slab,2.0,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone,2.0,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_bricks,1.5,6.0,29,0,STONE,true,false,false,false,false,true
cracked_polished_blackstone_bricks,1.5,6.0,29,0,STONE,true,false,false,false,false,true
chiseled_polished_blackstone,1.5,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_brick_slab,2.0,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_brick_stairs,1.5,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_brick_wall,1.5,6.0,29,0,STONE,true,false,false,false,false,true
gilded_blackstone,1.5,6.0,29,0,GILDED_BLACKSTONE,true,false,false,false,false,true
polished_blackstone_stairs,2.0,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_slab,2.0,6.0,29,0,STONE,true,false,false,false,false,true
polished_blackstone_pressure_plate,0.5,0.5,29,0,STONE,false,false,false,false,false,true
polished_blackstone_button,0.5,0.5,0,0,STONE,false,false,false,false,false,false
polished_blackstone_wall,2.0,6.0,29,0,STONE,true,false,false,false,false,true
chiseled_nether_bricks,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
cracked_nether_bricks,2.0,6.0,35,0,NETHER_BRICKS,true,false,false,false,false,true
quartz_bricks,0.8,0.8,14,0,STONE,true,false,false,false,false,true
candle,0.1,0.1,2,0,CANDLE,true,false,false,false,false,false
white_candle,0.1,0.1,3,0,CANDLE,true,false,false,false,false,false
orange_candle,0.1,0.1,15,0,CANDLE,true,false,false,false,false,false
magenta_candle,0.1,0.1,16,0,CANDLE,true,false,false,false,false,false
light_blue_candle,0.1,0.1,17,0,CANDLE,true,false,false,false,false,false
yellow_candle,0.1,0.1,18,0,CANDLE,true,false,false,false,false,false
lime_candle,0.1,0.1,19,0,CANDLE,true,false,false,false,false,false
pink_candle,0.1,0.1,20,0,CANDLE,true,false,false,false,false,false
gray_candle,0.1,0.1,21,0,CANDLE,true,false,false,false,false,false
light_gray_candle,0.1,0.1,22,0,CANDLE,true,false,false,false,false,false
cyan_candle,0.1,0.1,23,0,CANDLE,true,false,false,false,false,false
purple_candle,0.1,0.1,24,0,CANDLE,true,false,false,false,false,false
blue_candle,0.1,0.1,25,0,CANDLE,true,false,false,false,false,false
brown_candle,0.1,0.1,26,0,CANDLE,true,false,false,false,false,false
green_candle,0.1,0.1,27,0,CANDLE,true,false,false,false,false,false
red_candle,0.1,0.1,28,0,CANDLE,true,false,false,false,false,false
black_candle,0.1,0.1,29,0,CANDLE,true,false,false,false,false,false
candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
white_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
orange_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
magenta_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
light_blue_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
yellow_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
lime_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
pink_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
gray_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
light_gray_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
cyan_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
purple_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
blue_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
brown_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
green_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
red_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
black_candle_cake,0.5,0.5,0,0,WOOL,true,false,false,false,false,true
amethyst_block,1.5,1.5,24,0,AMETHYST,true,false,false,false,false,true
budding_amethyst,1.5,1.5,24,0,AMETHYST,true,true,false,false,false,true
amethyst_cluster,1.5,1.5,24,5,AMETHYST_CLUSTER,true,false,false,false,false,true
large_amethyst_bud,1.5,1.5,24,4,MEDIUM_AMETHYST_BUD,true,false,false,false,false,true
medium_amethyst_bud,1.5,1.5,24,2,LARGE_AMETHYST_BUD,true,false,false,false,false,true
small_amethyst_bud,1.5,1.5,24,1,SMALL_AMETHYST_BUD,true,false,false,false,false,true
tuff,1.5,6.0,43,0,TUFF,true,false,false,false,false,true
tuff_slab,1.5,6.0,43,0,TUFF,true,false,false,false,false,true
tuff_stairs,1.5,6.0,43,0,TUFF,true,false,false,false,false,true
tuff_wall,1.5,6.0,43,0,TUFF,true,false,false,false,false,true
polished_tuff,1.5,6.0,43,0,POLISHED_TUFF,true,false,false,false,false,true
polished_tuff_slab,1.5,6.0,43,0,POLISHED_TUFF,true,false,false,false,false,true
polished_tuff_stairs,1.5,6.0,43,0,POLISHED_TUFF,true,false,false,false,false,true
polished_tuff_wall,1.5,6.0,43,0,POLISHED_TUFF,true,false,false,false,false,true
chiseled_tuff,1.5,6.0,43,0,TUFF,true,false,false,false,false,true
tuff_bricks,1.5,6.0,43,0,TUFF_BRICKS,true,false,false,false,false,true
tuff_brick_slab,1.5,6.0,43,0,TUFF_BRICKS,true,false,false,false,false,true
tuff_brick_stairs,1.5,6.0,43,0,TUFF_BRICKS,true,false,false,false,false,true
tuff_brick_wall,1.5,6.0,43,0,TUFF_BRICKS,true,false,false,false,false,true
chiseled_tuff_bricks,1.5,6.0,43,0,TUFF_BRICKS,true,false,false,false,false,true
calcite,0.75,0.75,36,0,CALCITE,true,false,false,false,false,true
tinted_glass,0.3,0.3,21,0,GLASS,true,false,false,false,false,true
powder_snow,0.25,0.25,8,0,POWDER_SNOW,true,false,false,false,false,false
sculk_sensor,1.5,1.5,23,1,SCULK_SENSOR,true,false,false,false,false,true
calibrated_sculk_sensor,1.5,1.5,23,1,SCULK_SENSOR,true,false,false,false,false,true
sculk,0.2,0.2,29,0,SCULK,true,false,false,false,false,true
sculk_vein,0.2,0.2,29,0,SCULK_VEIN,false,false,false,false,false,true
sculk_catalyst,3.0,3.0,29,6,SCULK_CATALYST,true,false,false,false,false,true
sculk_shrieker,3.0,3.0,29,0,SCULK_SHRIEKER,true,false,false,false,false,true
copper_block,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
exposed_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
weathered_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
oxidized_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
copper_ore,3.0,3.0,11,0,STONE,true,false,false,false,false,true
deepslate_copper_ore,4.5,3.0,59,0,DEEPSLATE,true,false,false,false,false,true
oxidized_cut_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_cut_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
exposed_cut_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
cut_copper,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
oxidized_chiseled_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_chiseled_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
exposed_chiseled_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
chiseled_copper,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_oxidized_chiseled_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_chiseled_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_exposed_chiseled_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_chiseled_copper,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
oxidized_cut_copper_stairs,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_cut_copper_stairs,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
exposed_cut_copper_stairs,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
cut_copper_stairs,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
oxidized_cut_copper_slab,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_cut_copper_slab,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
exposed_cut_copper_slab,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
cut_copper_slab,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_copper_block,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_weathered_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_exposed_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_oxidized_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_oxidized_cut_copper,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_cut_copper,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_exposed_cut_copper,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_cut_copper,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_oxidized_cut_copper_stairs,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_cut_copper_stairs,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_exposed_cut_copper_stairs,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_cut_copper_stairs,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_oxidized_cut_copper_slab,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_cut_copper_slab,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_exposed_cut_copper_slab,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_cut_copper_slab,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
copper_door,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
exposed_copper_door,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
oxidized_copper_door,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_copper_door,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_copper_door,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_exposed_copper_door,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_oxidized_copper_door,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_copper_door,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
copper_trapdoor,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
exposed_copper_trapdoor,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
oxidized_copper_trapdoor,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
weathered_copper_trapdoor,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
waxed_copper_trapdoor,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
waxed_exposed_copper_trapdoor,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
waxed_oxidized_copper_trapdoor,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_weathered_copper_trapdoor,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
copper_grate,3.0,6.0,15,0,COPPER_GRATE,true,false,false,false,false,true
exposed_copper_grate,3.0,6.0,44,0,COPPER_GRATE,true,false,false,false,false,true
weathered_copper_grate,3.0,6.0,56,0,COPPER_GRATE,true,false,false,false,false,true
oxidized_copper_grate,3.0,6.0,55,0,COPPER_GRATE,true,false,false,false,false,true
waxed_copper_grate,3.0,6.0,15,0,COPPER_GRATE,true,false,false,false,false,true
waxed_exposed_copper_grate,3.0,6.0,44,0,COPPER_GRATE,true,false,false,false,false,true
waxed_weathered_copper_grate,3.0,6.0,56,0,COPPER_GRATE,true,false,false,false,false,true
waxed_oxidized_copper_grate,3.0,6.0,55,0,COPPER_GRATE,true,false,false,false,false,true
copper_bulb,3.0,6.0,15,0,COPPER_BULB,true,false,false,false,false,true
exposed_copper_bulb,3.0,6.0,44,0,COPPER_BULB,true,false,false,false,false,true
weathered_copper_bulb,3.0,6.0,56,0,COPPER_BULB,true,false,false,false,false,true
oxidized_copper_bulb,3.0,6.0,55,0,COPPER_BULB,true,false,false,false,false,true
waxed_copper_bulb,3.0,6.0,15,0,COPPER_BULB,true,false,false,false,false,true
waxed_exposed_copper_bulb,3.0,6.0,44,0,COPPER_BULB,true,false,false,false,false,true
waxed_weathered_copper_bulb,3.0,6.0,56,0,COPPER_BULB,true,false,false,false,false,true
waxed_oxidized_copper_bulb,3.0,6.0,55,0,COPPER_BULB,true,false,false,false,false,true
copper_chest,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
exposed_copper_chest,3.0,6.0,44,0,COPPER,true,false,false,false,false,true
weathered_copper_chest,3.0,6.0,56,0,COPPER,true,false,false,false,false,true
oxidized_copper_chest,3.0,6.0,55,0,COPPER,true,false,false,false,false,true
waxed_copper_chest,3.0,6.0,15,0,COPPER,true,false,false,false,false,true
